ID,area_m2,WUA,HHS,d_HSI,v_HSI,scenario,year
GR_01_MS,202666,104099.83204121096,0.5136521766907669,0.3787337741636195,0.8939621596280226,chnk_juv,2021
GR_01_NF,43771,11899.195238699904,0.27185111691987623,0.1453692293542532,0.7481104824331789,chnk_juv,2021
GR_01_SF,182242,17152.678685602936,0.09412033826232666,0.35245445949127147,0.19109397455515947,chnk_juv,2021
GR_02_MS,149558,77068.75887979195,0.5153101731755703,0.36365347189248004,0.9445337787521925,chnk_juv,2021
GR_02_NF,27893,7773.373923294246,0.27868547389288517,0.11951017043609466,0.923831921270214,chnk_juv,2021
GR_02_SF,100783,11506.745387491595,0.1141734755612712,0.3258327287248436,0.20927699927236137,chnk_juv,2021
GR_03_MS,61472,23681.4256004435,0.38523922436952596,0.25135663418362453,0.8227191945100958,chnk_juv,2021
GR_03_NF,34623,9577.885376548395,0.27663360704007145,0.11569565208893981,0.9396947195737693,chnk_juv,2021
GR_03_SF,48544,7695.531946419942,0.15852694352381225,0.2915797594165454,0.30287699126364814,chnk_juv,2021
GR_04_MS,70396,16435.68876645225,0.2334747537708428,0.35142547364386456,0.3724299644488407,chnk_juv,2021
GR_04_NF,24411,6168.296627148986,0.252685126670312,0.09362791997866556,0.9432094803109797,chnk_juv,2021
GR_04_SF,46654,7400.661738803203,0.15862866504057965,0.26132479327939356,0.30108438781653224,chnk_juv,2021
GR_05_MS,93833,15763.071601075266,0.1679907026427298,0.356174798052903,0.30808706556109017,chnk_juv,2021
GR_05_NF,159,53.54438074491918,0.33675711160326527,0.14716736378339296,0.9379236806863509,chnk_juv,2021
GR_05_SF,35644,5356.011970517458,0.15026405483440294,0.2809025914416765,0.2351466463340918,chnk_juv,2021
