ID,area_m2,WUA,HHS,d_HSI,v_HSI,scenario,year
RKM_01_MS,14937,2278.815871572355,0.15256181773932884,0.7231570156632572,0.1361365122428007,chnk_spw,2019
RKM_01_NF,8200,3544.4907886651345,0.4322549742274554,0.4853099910791242,0.5301290795208234,chnk_spw,2019
RKM_01_SF,14158,10337.091103319137,0.7301236829579839,0.7022154925335867,0.8957724205549806,chnk_spw,2019
RKM_02_MS,12927,3783.108353645541,0.29265168667483105,0.7344589079165788,0.24916007466170256,chnk_spw,2019
RKM_02_NF,8230,3440.507732825121,0.41804468199576195,0.4167865845440326,0.5760409701568981,chnk_spw,2019
RKM_02_SF,16438,10675.64626839757,0.6494492193939391,0.660379526230536,0.8028647477086385,chnk_spw,2019
RKM_03_MS,13660,4244.334821773693,0.31071265166718104,0.7464433311264792,0.23913663429622437,chnk_spw,2019
RKM_03_NF,6490,3002.322394707706,0.462607456811665,0.4658965918449432,0.6021270115417195,chnk_spw,2019
RKM_03_SF,12797,9836.963451709598,0.7686929320707665,0.7541347712937786,0.8941076544394084,chnk_spw,2019
RKM_04_MS,12523,3393.0937284342945,0.2709489522026906,0.7221121436057846,0.23908248537778762,chnk_spw,2019
RKM_04_NF,7368,2711.7303873416968,0.36804158351543115,0.38495698482736684,0.4793786276099004,chnk_spw,2019
RKM_04_SF,12788,9827.519946143031,0.7684954602864429,0.7423506886096884,0.911742312542938,chnk_spw,2019
RKM_05_MS,16738,3808.5750965932384,0.2275406318911004,0.6528456688286789,0.18831955943210044,chnk_spw,2019
RKM_05_NF,6278,2178.5013890862465,0.3470056370000393,0.4053282675195924,0.4467804688258512,chnk_spw,2019
RKM_05_SF,14559,9857.948265109677,0.6771033906937067,0.7005846673850821,0.8146979379041495,chnk_spw,2019
RKM_06_MS,13596,3773.2490002084523,0.2775264048402804,0.7563526230111945,0.22274758375412781,chnk_spw,2019
RKM_06_NF,6795,1546.8569041879382,0.22764634351551702,0.3843923483111454,0.26912569225237265,chnk_spw,2019
RKM_06_SF,13772,8987.554124638904,0.6525961461399146,0.6641827764066803,0.785953902340028,chnk_spw,2019
RKM_07_MS,16528,4439.882850211114,0.2686279556032862,0.6822499361836377,0.2280186666159162,chnk_spw,2019
RKM_07_NF,6779,957.4118251990294,0.14123201433825483,0.365845298986529,0.15500191673992952,chnk_spw,2019
RKM_07_SF,13014,10185.084231618792,0.7826251906883965,0.7482486650792403,0.9191450933641595,chnk_spw,2019
RKM_08_MS,15260,3962.128532882314,0.25964145038547276,0.6957221933749402,0.20295168131399102,chnk_spw,2019
RKM_08_NF,8076,915.0384271936491,0.11330342090064996,0.32806513679268656,0.12856923234107684,chnk_spw,2019
RKM_08_SF,13201,10032.876910126768,0.7600088561568645,0.7366819065470269,0.8900911324328669,chnk_spw,2019
RKM_09_MS,15908,3690.197072361596,0.2319711511416643,0.6949007140846095,0.1914239995731682,chnk_spw,2019
RKM_09_NF,7537,784.0081536439247,0.10402124899083517,0.3508923704021734,0.11691223800522105,chnk_spw,2019
RKM_09_SF,14104,10646.860623118468,0.7548823470730621,0.7352917109605676,0.8656163183813126,chnk_spw,2019
RKM_10_MS,13377,3505.5857063848525,0.2620606792543061,0.75096817414597,0.1831930620927292,chnk_spw,2019
RKM_10_NF,6752,586.5336011291947,0.08686812812932386,0.3339063207847145,0.09579777618036546,chnk_spw,2019
RKM_10_SF,18882,12749.623833480757,0.6752263443216162,0.6622982383108278,0.8197434203456166,chnk_spw,2019
RKM_11_MS,9712,1875.5525708342902,0.1931170274747004,0.6908898983309203,0.15445660753819454,chnk_spw,2019
RKM_11_NF,7164,529.6737649962306,0.07393547808434263,0.3287802672745242,0.08184349167961232,chnk_spw,2019
RKM_11_SF,13664,9893.610447285697,0.7240639964348432,0.7137081685633695,0.865641479562349,chnk_spw,2019
RKM_12_MS,11534,1818.2705718923826,0.15764440540076144,0.6423052436783563,0.1319688008539242,chnk_spw,2019
RKM_12_NF,7090,530.1750380261801,0.07477786149875601,0.30928399622092567,0.08117526940136299,chnk_spw,2019
RKM_12_SF,13198,10312.189320462523,0.7813448492546237,0.7389973335748041,0.9273145000523366,chnk_spw,2019
RKM_13_MS,14241,1703.4727058215067,0.11961749215795989,0.7297037967820205,0.0968242407169313,chnk_spw,2019
RKM_13_NF,6675,602.8775204964913,0.09031872966239571,0.3143329887752934,0.09750909732634852,chnk_spw,2019
RKM_13_SF,13101,9916.317406802438,0.75691301479295,0.7253578823558718,0.9132101662435437,chnk_spw,2019
RKM_14_MS,13655,1392.735593280755,0.10199455095428452,0.7085485482900187,0.08817274899123637,chnk_spw,2019
RKM_14_NF,6832,557.1025099121034,0.08154310742273177,0.2731027780901825,0.08932206804281559,chnk_spw,2019
RKM_14_SF,12056,9418.704613843933,0.7812462353885147,0.7522157970648796,0.9158135132306993,chnk_spw,2019
RKM_15_MS,13206,1385.2687306031585,0.1048969203849128,0.7504736218366114,0.08749589853930972,chnk_spw,2019
RKM_15_NF,5380,352.74336620233953,0.06556568145024898,0.2717938793805055,0.07669465120210839,chnk_spw,2019
RKM_15_SF,13438,9834.880810339935,0.7318708744113659,0.6760849600989528,0.9076321263026076,chnk_spw,2019
RKM_16_MS,16234,1431.7750876487698,0.0881960753756788,0.6907022730772255,0.06767248140169646,chnk_spw,2019
RKM_16_NF,5974,363.2059381811414,0.060797780077191395,0.2484855043515941,0.07714192278979222,chnk_spw,2019
RKM_16_SF,11996,8983.027692221105,0.7488352527693486,0.7042195876438934,0.910967694315367,chnk_spw,2019
RKM_17_MS,15280,1120.858995641116,0.07335464631159136,0.6396149136909312,0.061358960072111085,chnk_spw,2019
RKM_17_NF,5451,434.5158591377549,0.07971305432723443,0.28078119328014955,0.10750975806524063,chnk_spw,2019
RKM_17_SF,13829,9724.070179508999,0.7031651008394677,0.6489503921644131,0.8905582218590808,chnk_spw,2019
RKM_18_MS,12880,1144.9451803509146,0.08889325934401511,0.72691983998799925,0.07479558656157463,chnk_spw,2019
RKM_18_NF,4841,423.07049271138385,0.08739320237789379,0.29036700252145337,0.10940394465411107,chnk_spw,2019
RKM_18_SF,13958,9272.644184920937,0.6643247015991501,0.6437149115944246,0.8431051421227014,chnk_spw,2019
RKM_19_MS,12084,972.1823567282408,0.0804520321688382,0.7080579982448477,0.06759070051329408,chnk_spw,2019
RKM_19_NF,1563,130.68038011016324,0.08360868849018761,0.29780107378197035,0.0960595908183022,chnk_spw,2019
RKM_19_SF,13405,9577.434511384927,0.7144673264740714,0.665699019180193,0.8898845686405569,chnk_spw,2019
RKM_20_MS,11603,686.5060526328161,0.059166254643869355,0.6874363901448441,0.05512052365393458,chnk_spw,2019
RKM_20_SF,14588,9832.509175246581,0.6740135162631328,0.6482879457796241,0.8388011024748643,chnk_spw,2019
RKM_21_MS,11812,678.1701665722649,0.05741366124045588,0.6343513211094975,0.05500494855920291,chnk_spw,2019
RKM_21_SF,12814,8619.19093230879,0.6726385931253933,0.6485999970051327,0.8339943079722353,chnk_spw,2019
RKM_22_MS,13025,701.8207431477495,0.05388259064474084,0.6603703725373901,0.046288562053964935,chnk_spw,2019
