"ID","area_m2","WUA","HHS"
"NF1",33964,13132.4940332911,0.386659228397453
"NF2",25509,3037.79424512846,0.119087155322767
"NF3",33484,2684.80146906804,0.080181623135469
"NF4",22568,1665.39515129582,0.07379453878482
"NF5",159,13.2070778938229,0.0830633829800183
