ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF10,6991,3426.985236442851,0.49019957608966547,0.41982440546205196,0.7286241773923312,sf,sthd_juv,2019,geo
NF11,7623,3732.490208897667,0.4896353415843719,0.3850913156132333,0.7650093539326072,sf,sthd_juv,2019,geo
NF12,7379,3538.1105702009436,0.4794837471474378,0.3556025833851568,0.78688189240368,sf,sthd_juv,2019,geo
NF13,6595,3337.4506700236457,0.5060577210043435,0.41172359911776196,0.7772799538881594,sf,sthd_juv,2019,geo
NF14,6789,3372.862059199463,0.49681279410803697,0.35705911509128535,0.8198596330701426,sf,sthd_juv,2019,geo
NF15,6167,2676.303721339365,0.4339717401231336,0.3172360298524166,0.7571475199657232,sf,sthd_juv,2019,geo
NF16,6239,2813.4864651777766,0.4509515090844329,0.31994169056973865,0.7950753593509471,sf,sthd_juv,2019,geo
NF17,5667,2724.8930047507483,0.4808351870038377,0.3337167535774119,0.8431859503394721,sf,sthd_juv,2019,geo
NF18,5392,2602.417686275673,0.48264422965053283,0.3729504038473972,0.7922949381507448,sf,sthd_juv,2019,geo
NF19,1734,853.7502629853944,0.49235885985316863,0.3594219646625452,0.821289827551882,sf,sthd_juv,2019,geo
NF2,8098,5134.864215140468,0.6340904192566644,0.5116704716093365,0.9051059705684777,sf,sthd_juv,2019,geo
NF3,7047,4360.786009016226,0.6188145322855436,0.47654454624029324,0.9296745581885062,sf,sthd_juv,2019,geo
NF4,7193,4381.5656962330595,0.6091430135177338,0.4705036284046976,0.9178643331242698,sf,sthd_juv,2019,geo
NF5,6647,3704.530912948756,0.5573237419811579,0.4437414677943181,0.8434973792568824,sf,sthd_juv,2019,geo
NF6,9031,4859.402111753922,0.5380801806836366,0.41898020222215815,0.8262455404396506,sf,sthd_juv,2019,geo
NF7,8039,3981.206143941344,0.49523649010341386,0.3715760386211093,0.7960579805445229,sf,sthd_juv,2019,geo
NF8,7734,3805.738526283203,0.4920789405589867,0.39693552657729864,0.746605026954256,sf,sthd_juv,2019,geo
NF9,7800,3996.5255704488336,0.5123750731344658,0.429169466430664,0.7766983443012642,sf,sthd_juv,2019,geo
SF1,172468,125100.24100185485,0.7253533467185499,0.7474373378481564,0.8137371355629377,sf,sthd_juv,2019,geo
SF10,13387,1295.168663355289,0.09674823809332106,0.37856253081601654,0.22258737297296557,sf,sthd_juv,2019,geo
SF11,12682,1180.643785806722,0.09309602474426132,0.3771320998306188,0.17902025125465174,sf,sthd_juv,2019,geo
SF12,14010,1316.5721091022715,0.0939737408352799,0.3618961064037279,0.2617435053725482,sf,sthd_juv,2019,geo
SF13,12479,613.61665453366,0.04917194122394904,0.351153760289,0.13917907093117696,sf,sthd_juv,2019,geo
SF14,11252,781.5553369204281,0.06945923719520335,0.3671778071810115,0.1266069458793116,sf,sthd_juv,2019,geo
SF15,13204,1252.7052094426472,0.09487316036372669,0.3396088953328287,0.18105205327652274,sf,sthd_juv,2019,geo
SF16,11949,1218.0790358188096,0.10193983059827681,0.34488145989991825,0.1943145848353236,sf,sthd_juv,2019,geo
SF17,12961,1355.5726423687302,0.10458858439693929,0.3188263378878148,0.2031879961374875,sf,sthd_juv,2019,geo
SF18,13343,1378.2403288524365,0.1032931371395066,0.34615263374476124,0.197484649821012,sf,sthd_juv,2019,geo
SF19,14162,1505.3764524103608,0.10629688267267058,0.31098135858995146,0.22473440777458534,sf,sthd_juv,2019,geo
SF2,100409,69436.33390597305,0.6915349610689585,0.704954487131928,0.8021302300690801,sf,sthd_juv,2019,geo
SF20,16117,2171.301534012193,0.13472119712180883,0.28170655184085813,0.28608366864872353,sf,sthd_juv,2019,geo
SF21,13966,1425.4152001189068,0.10206323930394579,0.29350573411479447,0.2055758661216023,sf,sthd_juv,2019,geo
SF22,12007,1784.3749772674637,0.14861122489110218,0.3056795880239743,0.27987904779956335,sf,sthd_juv,2019,geo
SF23,13111,1936.7030855793273,0.1477158939500669,0.28623134216168533,0.33530786598487256,sf,sthd_juv,2019,geo
SF24,11125,1312.7788319545798,0.11800259163636673,0.29390917516776016,0.22419965936294808,sf,sthd_juv,2019,geo
SF25,14475,2556.3365936743794,0.17660356432983623,0.28417753395381573,0.34838679618892776,sf,sthd_juv,2019,geo
SF26,12539,1919.3864259659313,0.15307332530233123,0.2722689682494934,0.2873019486508038,sf,sthd_juv,2019,geo
SF27,13736,2420.1409566596267,0.17618964448599495,0.24477555616823854,0.3803731699776398,sf,sthd_juv,2019,geo
SF28,9922,1009.7103513011243,0.10176480057459426,0.2714410901773249,0.21274511620476627,sf,sthd_juv,2019,geo
SF29,10789,1728.8564923983067,0.16024251482049373,0.23463743301335505,0.32571024688766276,sf,sthd_juv,2019,geo
SF3,46716,30044.23660525779,0.6431251949066228,0.6554787178355909,0.7744397662864111,sf,sthd_juv,2019,geo
SF30,8135,1133.1580576957203,0.13929416812485806,0.27791434713532276,0.23678074711785083,sf,sthd_juv,2019,geo
SF31,7931,1119.1700143039925,0.14111335447030546,0.2952013402642259,0.21123495248311816,sf,sthd_juv,2019,geo
SF32,8357,1351.5162137479056,0.16172265331433594,0.29985270431280614,0.2510195634844822,sf,sthd_juv,2019,geo
SF33,6234,693.3518916624598,0.11122102849895088,0.2697711271342317,0.1753135417191715,sf,sthd_juv,2019,geo
SF4,44454,28075.96152240135,0.6315733459846437,0.6361889827072806,0.769200226618961,sf,sthd_juv,2019,geo
SF5,34444,22650.678346612975,0.6576088243703686,0.6795673204891975,0.7629733113437377,sf,sthd_juv,2019,geo
SF9,13679,1233.0247991036158,0.09013998092723267,0.3695671886979926,0.15053573455032032,sf,sthd_juv,2019,geo
