ID,area_m2,WUA,HHS
NF1,33964,13132.494033291096,0.38665922839745304
NF2,25509,3037.7942451284566,0.11908715532276673
NF3,33484,2684.8014690680443,0.080181623135469
NF4,22568,1665.3951512958188,0.07379453878482005
NF5,159,13.207077893822907,0.08306338298001828
