ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF1,1729,1260.2262101110255,0.7288757721868279,0.6290154739335756,0.9275182850771262,nf,sthd_juv,2019,rkm
NF10,6738,3586.732716638768,0.5323141461322006,0.4139867631513098,0.8196913280519403,nf,sthd_juv,2019,rkm
NF11,7174,3773.9403154085794,0.5260580311414245,0.40915783811706935,0.7961256309803606,nf,sthd_juv,2019,rkm
NF12,7062,3649.8571424275656,0.5168305214425893,0.3916669221102904,0.8030394653180709,nf,sthd_juv,2019,rkm
NF13,6704,3426.4052579036875,0.5110986363221491,0.4006661240834894,0.7885245471791117,nf,sthd_juv,2019,rkm
NF14,6833,3347.295864785819,0.48987207153312146,0.3564287199770987,0.8011192080512617,nf,sthd_juv,2019,rkm
NF15,5379,2549.0482960660597,0.4738888819605986,0.3567445653781724,0.768160775831923,nf,sthd_juv,2019,rkm
NF16,5973,2730.278059249,0.4571033080945923,0.32977600225183246,0.7792714261855058,nf,sthd_juv,2019,rkm
NF17,5451,2646.4096714145353,0.48549067536498536,0.36219560865991113,0.8004283550216093,nf,sthd_juv,2019,rkm
NF18,4841,2465.292592972482,0.5092527562430246,0.3715376465751523,0.8326987564781617,nf,sthd_juv,2019,rkm
NF19,1559,804.4364059176198,0.5159951288759589,0.38169744700003005,0.8254505819138185,nf,sthd_juv,2019,rkm
NF2,7586,4819.373551337306,0.6352983853595183,0.5145319058113289,0.9007926047804342,nf,sthd_juv,2019,rkm
NF3,6488,4336.048627681569,0.6683182225156549,0.5436623084866751,0.9294583628602546,nf,sthd_juv,2019,rkm
NF4,7366,4622.841225964527,0.6275918036878262,0.4676093540735423,0.944355705975774,nf,sthd_juv,2019,rkm
NF5,5930,3713.8072156111234,0.6262744039816397,0.49283115700012514,0.9116415564549939,nf,sthd_juv,2019,rkm
NF6,7291,4372.787030579858,0.599751341459314,0.46535321444484073,0.886448693191501,nf,sthd_juv,2019,rkm
NF7,6784,3753.7903907718655,0.5533299514699094,0.44318397355619465,0.822879761287273,nf,sthd_juv,2019,rkm
NF8,7978,3959.295563749179,0.4962767064112784,0.40039212162364957,0.7455999773582896,nf,sthd_juv,2019,rkm
NF9,7634,3831.770754627548,0.5019348643735326,0.42286235184463367,0.7575671002873905,nf,sthd_juv,2019,rkm
