ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF1,2077,1340.6045785645238,0.6454523729246624,0.49171859839948595,0.9560083811430647,sf,chnk_juv,2021,rkm
NF10,6991,3426.985236442851,0.49019957608966547,0.41982440546205196,0.7286241773923312,sf,chnk_juv,2021,rkm
NF11,7623,3732.490208897667,0.4896353415843719,0.3850913156132333,0.7650093539326072,sf,chnk_juv,2021,rkm
NF12,7379,3538.1105702009436,0.4794837471474378,0.3556025833851568,0.78688189240368,sf,chnk_juv,2021,rkm
NF13,6595,3337.4506700236457,0.5060577210043435,0.41172359911776196,0.7772799538881594,sf,chnk_juv,2021,rkm
NF14,6789,3372.862059199463,0.49681279410803697,0.35705911509128535,0.8198596330701426,sf,chnk_juv,2021,rkm
NF15,6167,2676.303721339365,0.4339717401231336,0.3172360298524166,0.7571475199657232,sf,chnk_juv,2021,rkm
NF16,6239,2813.4864651777766,0.4509515090844329,0.31994169056973865,0.7950753593509471,sf,chnk_juv,2021,rkm
NF17,5667,2724.8930047507483,0.4808351870038377,0.3337167535774119,0.8431859503394721,sf,chnk_juv,2021,rkm
NF18,5392,2602.417686275673,0.48264422965053283,0.3729504038473972,0.7922949381507448,sf,chnk_juv,2021,rkm
NF19,1734,853.7502629853944,0.49235885985316863,0.3594219646625452,0.821289827551882,sf,chnk_juv,2021,rkm
NF2,8098,5134.864215140468,0.6340904192566644,0.5116704716093365,0.9051059705684777,sf,chnk_juv,2021,rkm
NF3,7047,4360.786009016226,0.6188145322855436,0.47654454624029324,0.9296745581885062,sf,chnk_juv,2021,rkm
NF4,7193,4381.5656962330595,0.6091430135177338,0.4705036284046976,0.9178643331242698,sf,chnk_juv,2021,rkm
NF5,6647,3704.530912948756,0.5573237419811579,0.4437414677943181,0.8434973792568824,sf,chnk_juv,2021,rkm
NF6,9031,4859.402111753922,0.5380801806836366,0.41898020222215815,0.8262455404396506,sf,chnk_juv,2021,rkm
NF7,8039,3981.206143941344,0.49523649010341386,0.3715760386211093,0.7960579805445229,sf,chnk_juv,2021,rkm
NF8,7734,3805.738526283203,0.4920789405589867,0.39693552657729864,0.746605026954256,sf,chnk_juv,2021,rkm
NF9,7800,3996.5255704488336,0.5123750731344658,0.429169466430664,0.7766983443012642,sf,chnk_juv,2021,rkm
SF1,2554,295.21336123207584,0.11558863008303674,0.2873003659777186,0.34532744080369565,sf,chnk_juv,2021,rkm
SF10,13387,1295.168663355289,0.09674823809332106,0.37856253081601654,0.22258737297296557,sf,chnk_juv,2021,rkm
SF11,12682,1180.643785806722,0.09309602474426132,0.3771320998306188,0.17902025125465174,sf,chnk_juv,2021,rkm
SF12,14010,1316.5721091022715,0.0939737408352799,0.3618961064037279,0.2617435053725482,sf,chnk_juv,2021,rkm
SF13,12479,613.61665453366,0.04917194122394904,0.351153760289,0.13917907093117696,sf,chnk_juv,2021,rkm
SF14,11252,781.5553369204281,0.06945923719520335,0.3671778071810115,0.1266069458793116,sf,chnk_juv,2021,rkm
SF15,13204,1252.7052094426472,0.09487316036372669,0.3396088953328287,0.18105205327652274,sf,chnk_juv,2021,rkm
SF16,11949,1218.0790358188096,0.10193983059827681,0.34488145989991825,0.1943145848353236,sf,chnk_juv,2021,rkm
SF17,12961,1355.5726423687302,0.10458858439693929,0.3188263378878148,0.2031879961374875,sf,chnk_juv,2021,rkm
SF18,13343,1378.2403288524365,0.1032931371395066,0.34615263374476124,0.197484649821012,sf,chnk_juv,2021,rkm
SF19,14162,1505.3764524103608,0.10629688267267058,0.31098135858995146,0.22473440777458534,sf,chnk_juv,2021,rkm
SF2,15425,1570.5704804881243,0.10181980424558343,0.3280722256199226,0.23171639357941984,sf,chnk_juv,2021,rkm
SF20,16117,2171.301534012193,0.13472119712180883,0.28170655184085813,0.28608366864872353,sf,chnk_juv,2021,rkm
SF21,13966,1425.4152001189068,0.10206323930394579,0.29350573411479447,0.2055758661216023,sf,chnk_juv,2021,rkm
SF22,12007,1784.3749772674637,0.14861122489110218,0.3056795880239743,0.27987904779956335,sf,chnk_juv,2021,rkm
SF23,13111,1936.7030855793273,0.1477158939500669,0.28623134216168533,0.33530786598487256,sf,chnk_juv,2021,rkm
SF24,11125,1312.7788319545798,0.11800259163636673,0.29390917516776016,0.22419965936294808,sf,chnk_juv,2021,rkm
SF25,14475,2556.3365936743794,0.17660356432983623,0.28417753395381573,0.34838679618892776,sf,chnk_juv,2021,rkm
SF26,12539,1919.3864259659313,0.15307332530233123,0.2722689682494934,0.2873019486508038,sf,chnk_juv,2021,rkm
SF27,13736,2420.1409566596267,0.17618964448599495,0.24477555616823854,0.3803731699776398,sf,chnk_juv,2021,rkm
SF28,9922,1009.7103513011243,0.10176480057459426,0.2714410901773249,0.21274511620476627,sf,chnk_juv,2021,rkm
SF29,10789,1728.8564923983067,0.16024251482049373,0.23463743301335505,0.32571024688766276,sf,chnk_juv,2021,rkm
SF3,13630,1167.9095007609576,0.0856866838415963,0.35577137474413423,0.17669962650460597,sf,chnk_juv,2021,rkm
SF30,8135,1133.1580576957203,0.13929416812485806,0.27791434713532276,0.23678074711785083,sf,chnk_juv,2021,rkm
SF31,7931,1119.1700143039925,0.14111335447030546,0.2952013402642259,0.21123495248311816,sf,chnk_juv,2021,rkm
SF32,8357,1351.5162137479056,0.16172265331433594,0.29985270431280614,0.2510195634844822,sf,chnk_juv,2021,rkm
SF33,6234,693.3518916624598,0.11122102849895088,0.2697711271342317,0.1753135417191715,sf,chnk_juv,2021,rkm
SF4,12405,902.3751077908091,0.07274285431606684,0.3567035287361876,0.14605589585178103,sf,chnk_juv,2021,rkm
SF5,15092,1242.077780185733,0.08230040950077742,0.33387273932732353,0.1932667649834644,sf,chnk_juv,2021,rkm
SF6,15804,1758.1424595774151,0.11124667549844439,0.3111586832699265,0.26709497312274155,sf,chnk_juv,2021,rkm
SF7,13782,1142.6717210809002,0.08291044268472647,0.3487537653624531,0.15241989952593413,sf,chnk_juv,2021,rkm
SF8,11931,806.9755976150045,0.06763687851940361,0.3648749036856034,0.14925633346751738,sf,chnk_juv,2021,rkm
SF9,13679,1233.0247991036158,0.09013998092723267,0.3695671886979926,0.15053573455032032,sf,chnk_juv,2021,rkm
