ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF1,1729,593.0449770253853,0.34299882997419623,0.23295080052072978,0.6960035865019987,nf,chnk_juv,2019,rkm
NF10,6738,1867.8474355043716,0.27721095807426116,0.12732899889245378,0.93458208556106,nf,chnk_juv,2019,rkm
NF11,7174,1939.0416534344213,0.27028737851051315,0.12013961992266453,0.9426532383007183,nf,chnk_juv,2019,rkm
NF12,7062,1845.413867329274,0.2613160389874361,0.11071098620194073,0.9431392540009433,nf,chnk_juv,2019,rkm
NF13,6704,1801.3408878539783,0.26869643315244307,0.11878192708600392,0.9323472480656989,nf,chnk_juv,2019,rkm
NF14,6833,1617.456251406003,0.23671246178925845,0.09484193826254196,0.9391479050163523,nf,chnk_juv,2019,rkm
NF15,5379,1297.311747208148,0.24118084164494294,0.0947334517465291,0.9445423713086586,nf,chnk_juv,2019,rkm
NF16,5973,1327.2718237246202,0.22221192428003017,0.08591531656042686,0.9432722755671034,nf,chnk_juv,2019,rkm
NF17,5451,1315.836953767613,0.24139368074988315,0.10106101031334022,0.9264690763667581,nf,chnk_juv,2019,rkm
NF18,4841,1189.847005969418,0.24578537615563273,0.0995104082088238,0.9283957663100377,nf,chnk_juv,2019,rkm
NF19,1559,391.9190803758834,0.2513913280153197,0.10199293700310572,0.935089578236036,nf,chnk_juv,2019,rkm
NF2,7586,2000.7772429607594,0.26374601146332183,0.16591257286323208,0.6665936102224052,nf,chnk_juv,2019,rkm
NF3,6488,1849.6411944569952,0.2850864972960843,0.1821259790700402,0.6502309189699234,nf,chnk_juv,2019,rkm
NF4,7366,1941.3859643203887,0.2635604078632078,0.13802890627900122,0.7397021998172186,nf,chnk_juv,2019,rkm
NF5,5930,1647.8138144218485,0.2778775403746793,0.15225841149264202,0.7415800874847674,nf,chnk_juv,2019,rkm
NF6,7291,2103.332891667073,0.28848345791620805,0.14261423388983285,0.8457740117776702,nf,chnk_juv,2019,rkm
NF7,6784,1976.564659738882,0.29135681894735876,0.14356397462880835,0.9043438676041031,nf,chnk_juv,2019,rkm
NF8,7978,2061.5718969507525,0.25840710666216504,0.12464266125001713,0.9158004376034,nf,chnk_juv,2019,rkm
NF9,7634,2139.2174890500614,0.2802223590581689,0.14051166838760115,0.9232834851887711,nf,chnk_juv,2019,rkm
