ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF1,2077,1340.6045785645238,0.6454523729246624,0.49171859839948595,0.9560083811430647,sf,chnk_juv,2019,geo
NF10,6991,3426.985236442851,0.49019957608966547,0.41982440546205196,0.7286241773923312,sf,chnk_juv,2019,geo
NF11,7623,3732.490208897667,0.4896353415843719,0.3850913156132333,0.7650093539326072,sf,chnk_juv,2019,geo
NF12,7379,3538.1105702009436,0.4794837471474378,0.3556025833851568,0.78688189240368,sf,chnk_juv,2019,geo
NF13,6595,3337.4506700236457,0.5060577210043435,0.41172359911776196,0.7772799538881594,sf,chnk_juv,2019,geo
NF14,6789,3372.862059199463,0.49681279410803697,0.35705911509128535,0.8198596330701426,sf,chnk_juv,2019,geo
NF15,6167,2676.303721339365,0.4339717401231336,0.3172360298524166,0.7571475199657232,sf,chnk_juv,2019,geo
NF16,6239,2813.4864651777766,0.4509515090844329,0.31994169056973865,0.7950753593509471,sf,chnk_juv,2019,geo
NF17,5667,2724.8930047507483,0.4808351870038377,0.3337167535774119,0.8431859503394721,sf,chnk_juv,2019,geo
NF18,5392,2602.417686275673,0.48264422965053283,0.3729504038473972,0.7922949381507448,sf,chnk_juv,2019,geo
NF19,1734,853.7502629853944,0.49235885985316863,0.3594219646625452,0.821289827551882,sf,chnk_juv,2019,geo
NF2,8098,5134.864215140468,0.6340904192566644,0.5116704716093365,0.9051059705684777,sf,chnk_juv,2019,geo
NF3,7047,4360.786009016226,0.6188145322855436,0.47654454624029324,0.9296745581885062,sf,chnk_juv,2019,geo
NF4,7193,4381.5656962330595,0.6091430135177338,0.4705036284046976,0.9178643331242698,sf,chnk_juv,2019,geo
NF5,6647,3704.530912948756,0.5573237419811579,0.4437414677943181,0.8434973792568824,sf,chnk_juv,2019,geo
NF6,9031,4859.402111753922,0.5380801806836366,0.41898020222215815,0.8262455404396506,sf,chnk_juv,2019,geo
NF7,8039,3981.206143941344,0.49523649010341386,0.3715760386211093,0.7960579805445229,sf,chnk_juv,2019,geo
NF8,7734,3805.738526283203,0.4920789405589867,0.39693552657729864,0.746605026954256,sf,chnk_juv,2019,geo
NF9,7800,3996.5255704488336,0.5123750731344658,0.429169466430664,0.7766983443012642,sf,chnk_juv,2019,geo
SF1,172468,16661.226365239127,0.09660474038800894,0.36202918788372423,0.1781045138073698,sf,chnk_juv,2019,geo
SF10,13387,8905.900132428389,0.6652648190355113,0.7030218679044484,0.7770313875788968,sf,chnk_juv,2019,geo
SF11,12682,8722.841638610698,0.687812777054936,0.7064630278748324,0.8341398066195834,sf,chnk_juv,2019,geo
SF12,14010,8774.3460989343,0.6262916558839615,0.6397947638808886,0.7693829074293258,sf,chnk_juv,2019,geo
SF13,12479,8807.93380694557,0.7058204829670301,0.7006352495881081,0.8516644039794325,sf,chnk_juv,2019,geo
SF14,11252,8683.450227202848,0.7717250468541457,0.7508588419719705,0.903642887660771,sf,chnk_juv,2019,geo
SF15,13204,9463.227168468758,0.7166939691357739,0.6895289130265705,0.871619301389316,sf,chnk_juv,2019,geo
SF16,11949,8267.687944877427,0.6919146325949809,0.6726116959228176,0.8589951857017496,sf,chnk_juv,2019,geo
SF17,12961,9104.947258228902,0.7024880223924775,0.6642182545868368,0.885353751142992,sf,chnk_juv,2019,geo
SF18,13343,9179.43419026956,0.6879587941444623,0.6785250665950388,0.8505220587817686,sf,chnk_juv,2019,geo
SF19,14162,9518.717480544932,0.6721308770332532,0.6519563572520057,0.8394193308221157,sf,chnk_juv,2019,geo
SF2,100409,9640.118448488996,0.09600850968029755,0.3141865138180082,0.18981981336726544,sf,chnk_juv,2019,geo
SF20,16117,10097.440248766216,0.6265086708919908,0.6098921260129131,0.8110781793861693,sf,chnk_juv,2019,geo
SF21,13966,9522.367400622927,0.6818249606632484,0.6419707479342274,0.8713376258774863,sf,chnk_juv,2019,geo
SF22,12007,8032.968909748364,0.6690238119220758,0.6471869511860725,0.826210808089189,sf,chnk_juv,2019,geo
SF23,13111,7618.255384701304,0.5810583010221421,0.5918930349901594,0.753331434561525,sf,chnk_juv,2019,geo
SF24,11125,7557.411905399524,0.679317924080856,0.6454205556483338,0.8562163653884272,sf,chnk_juv,2019,geo
SF25,14475,8524.542057662737,0.5889148226364584,0.5899813288324436,0.7702097594675918,sf,chnk_juv,2019,geo
SF26,12539,7994.011658062227,0.6375318333250042,0.5954108569531871,0.8392254706711436,sf,chnk_juv,2019,geo
SF27,13736,7572.852277792292,0.5513142310565151,0.5443210269480943,0.7592220101349214,sf,chnk_juv,2019,geo
SF28,9922,6707.725184545387,0.6760456747173339,0.6256888954956477,0.8760041926308689,sf,chnk_juv,2019,geo
SF29,10789,6626.973207357107,0.6142342392582358,0.556924164601395,0.8395332928224691,sf,chnk_juv,2019,geo
SF3,46716,6010.095531348023,0.12865175809889592,0.2718961220725852,0.27036164689453485,sf,chnk_juv,2019,geo
SF30,8135,5515.400397090707,0.6779840684807261,0.6201515553427042,0.8872769516214847,sf,chnk_juv,2019,geo
SF31,7931,5534.601298682392,0.6978440674167686,0.6444554580092624,0.9001819304865392,sf,chnk_juv,2019,geo
SF32,8357,5687.039065193385,0.6805120336476469,0.6463846203149546,0.8725569481718924,sf,chnk_juv,2019,geo
SF33,6234,4315.819275530521,0.6923033807395766,0.6183785761931023,0.9290214338958207,sf,chnk_juv,2019,geo
SF4,44454,5813.234483120497,0.13076966039322666,0.25444172707731955,0.2677435617941659,sf,chnk_juv,2019,geo
